"Sl no.","State Name","District Name","Market Name","Commodity","Variety","Grade","Min Price (Rs./Quintal)","Max Price (Rs./Quintal)","Modal Price (Rs./Quintal)","Price Date"
"2982","GUJARAT","Banaskanth","Dhanera","Wheat","Other","FAQ","1555","1865","1710","4/5/2021"
"2983","GUJARAT","Sabarkantha","Dhansura","Wheat","Milbar","FAQ","1600","1850","1675","4/5/2021"
"2984","GUJARAT","Rajkot","Dhoraji","Wheat","Lokwan","FAQ","1400","1655","1570","4/5/2021"
"2985","GUJARAT","Jamnagar","Dhrol","Wheat","Other","FAQ","1305","1800","1555","4/5/2021"
"2986","GUJARAT","Panchmahals","Godhra(Kakanpur)","Wheat","Other","FAQ","1550","1620","1580","4/5/2021"
"2987","GUJARAT","Panchmahals","Godhra(Timbaroad)","Wheat","Medium","FAQ","1550","1670","1620","4/5/2021"
"2988","GUJARAT","Rajkot","Gondal","Wheat","Lokwan","FAQ","1570","2240","1855","4/5/2021"
"2989","GUJARAT","Surendranagar","Halvad","Wheat","Other","FAQ","1500","1625","1575","4/5/2021"
"2990","GUJARAT","Sabarkantha","Himatnagar","Wheat","Sonalika","FAQ","1725","2450","2100","4/5/2021"
"2991","GUJARAT","Gandhinagar","Kalol","Wheat","Other","FAQ","1550","1925","1735","4/5/2021"
"2992","GUJARAT","Kheda","Kapadvanj","Wheat","Other","FAQ","1550","1675","1612","4/5/2021"
"2993","GUJARAT","Junagarh","Mangrol","Wheat","Lok-1","FAQ","1725","1750","1740","4/5/2021"
"2994","GUJARAT","Junagarh","Mangrol","Wheat","Milbar","FAQ","1700","1725","1715","4/5/2021"
"2995","GUJARAT","Junagarh","Mangrol","Wheat","Rajasthan Tukdi","FAQ","1775","1800","1790","4/5/2021"
"2996","GUJARAT","Sabarkantha","Meghraj","Wheat","Other","FAQ","1500","1725","1625","4/5/2021"
"2997","GUJARAT","Sabarkantha","Meghraj(Radlavada)","Wheat","Lokwan","FAQ","1500","1725","1625","4/5/2021"
"2998","GUJARAT","Mehsana","Mehsana(Jornang)","Wheat","Other","FAQ","1520","2000","1750","4/5/2021"
"2999","GUJARAT","Sabarkantha","Modasa","Wheat","Lokwan Gujrat","FAQ","1675","2130","1903","4/5/2021"
"3000","GUJARAT","Sabarkantha","Modasa(Tintoi)","Wheat","Lokwan","FAQ","1600","2025","1800","4/5/2021"
"3001","GUJARAT","Banaskanth","Palanpur","Wheat","Other","FAQ","1600","2175","1887","4/5/2021"
"3002","GUJARAT","Bhavnagar","Palitana","Wheat","Hybrid","FAQ","1555","1825","1690","4/5/2021"
"3003","GUJARAT","Patan","Patan","Wheat","Other","FAQ","1560","1950","1755","4/5/2021"
"3004","GUJARAT","Porbandar","Porbandar","Wheat","Lokwan","FAQ","1500","1605","1555","4/5/2021"
"3005","GUJARAT","Porbandar","Porbandar","Wheat","Other","FAQ","1680","1850","1765","4/5/2021"
"3006","GUJARAT","Rajkot","Rajkot","Wheat","Sharbati","FAQ","1640","2030","1825","4/5/2021"
"3007","GUJARAT","Rajkot","Rajkot","Wheat","Lokwan","FAQ","1650","1850","1770","4/5/2021"
"3008","GUJARAT","Amreli","Rajula","Wheat","PISSI","FAQ","1500","2000","1750","4/5/2021"
"3009","GUJARAT","Patan","Sami","Wheat","Other","FAQ","1750","2055","1900","4/5/2021"
"3010","GUJARAT","Amreli","Savarkundla","Wheat","Bansi","FAQ","1555","2345","1950","4/5/2021"
"3011","GUJARAT","Amreli","Savarkundla","Wheat","Lokwan","FAQ","1450","2000","1725","4/5/2021"
"3012","GUJARAT","Patan","Siddhpur","Wheat","Hybrid","FAQ","1600","2110","1855","4/5/2021"
"3013","GUJARAT","Banaskanth","Thara","Wheat","Other","FAQ","1540","1875","1707.5","4/5/2021"
"3014","GUJARAT","Banaskanth","Thara(Shihori)","Wheat","Other","FAQ","1600","1750","1675","4/5/2021"
"3015","GUJARAT","Anand","Umreth","Wheat","Deshi","FAQ","1500","1750","1740","4/5/2021"
"3016","GUJARAT","Banaskanth","Vadgam","Wheat","Lokwan Gujrat","FAQ","1555","1900","1727.5","4/5/2021"
"3017","GUJARAT","Morbi","Vankaner","Wheat","Other","FAQ","1525","1820","1600","4/5/2021"
"3018","GUJARAT","Mehsana","Visnagar","Wheat","Other","FAQ","1275","2050","1662","4/5/2021"
"3019","HARYANA","Ambala","Barara","Wheat","Other","FAQ","1975","1975","1975","4/5/2021"
"3020","HARYANA","Ambala","Naraingarh","Wheat","Other","FAQ","1975","1975","1975","4/5/2021"
"3021","HARYANA","Jind","Pillukhera","Wheat","Other","FAQ","1975","1975","1975","4/5/2021"
"3022","HARYANA","Ambala","Shahzadpur","Wheat","Other","FAQ","1975","1975","1975","4/5/2021"
"3023","JHARKHAND","Lohardaga","Lohardaga","Wheat","Medium","FAQ","1600","1850","1840","4/5/2021"
"3024","JHARKHAND","Lohardaga","Lohardaga","Wheat","Medium Fine","FAQ","2600","2800","2700","4/5/2021"
"3025","KARNATAKA","Bangalore","Bangalore","Wheat","Local","FAQ","2500","3200","2850","4/5/2021"
"3026","KARNATAKA","Bidar","Basava Kalayana","Wheat","Medium","FAQ","3900","4810","4500","4/5/2021"
"3027","KARNATAKA","Bidar","Basava Kalayana","Wheat","Mexican","FAQ","1550","1950","1750","4/5/2021"
"3028","KARNATAKA","Bidar","Bidar","Wheat","Red","FAQ","1650","2700","2000","4/5/2021"
"3029","CHHATTISGARH","Bijapur","Bijapur","Wheat","Sona","FAQ","1800","2300","2050","4/5/2021"
"3030","KARNATAKA","Gadag","Gadag","Wheat","White","FAQ","1031","5019","1996","4/5/2021"
"3031","KARNATAKA","Dharwad","Hubli (Amaragol)","Wheat","Local","FAQ","1209","1812","1209","4/5/2021"
"3032","KARNATAKA","Gadag","Laxmeshwar","Wheat","Red","FAQ","1449","2015","1833","4/5/2021"
"3033","KARNATAKA","Gadag","Nargunda","Wheat","H.D.","Medium","1950","1950","1950","4/5/2021"
"3034","KARNATAKA","Shimoga","Shimoga","Wheat","Super Fine","FAQ","2700","3000","2850","4/5/2021"
"3035","MADHYA PRADESH","Ratlam","A lot","Wheat","Medium","FAQ","1551","1752","1725","4/5/2021"
"3036","MADHYA PRADESH","Shajapur","Agar","Wheat","Other","FAQ","1650","2140","1750","4/5/2021"
"3037","MADHYA PRADESH","Panna","Ajaygarh","Wheat","Deshi","FAQ","1560","1560","1560","4/5/2021"
"3038","MADHYA PRADESH","Bhind","Alampur","Wheat","Other","FAQ","1400","1620","1500","4/5/2021"
"3039","MADHYA PRADESH","Alirajpur","Alirajpur","Wheat","147 Average","FAQ","1500","1700","1600","4/5/2021"
"3040","MADHYA PRADESH","Badwani","Anjad","Wheat","Lokwan","FAQ","1975","1975","1975","4/5/2021"
"3041","MADHYA PRADESH","Guna","Aron","Wheat","Other","FAQ","1504","3655","2000","4/5/2021"
"3042","MADHYA PRADESH","Ashoknagar","Ashoknagar","Wheat","Sharbati","FAQ","2450","3795","3110","4/5/2021"
"3043","MADHYA PRADESH","Ashoknagar","Ashoknagar","Wheat","Lokwan","FAQ","1560","1941","1805","4/5/2021"
"3044","MADHYA PRADESH","Sehore","Ashta","Wheat","Other","FAQ","1975","1975","1975","4/5/2021"
"3045","MADHYA PRADESH","Chhatarpur","Badamalhera","Wheat","Other","FAQ","1975","1975","1975","4/5/2021"
"3046","MADHYA PRADESH","Shivpuri","Badarwas","Wheat","Lokwan","FAQ","1550","2900","1700","4/5/2021"
"3047","MADHYA PRADESH","Dhar","Badnawar","Wheat","Lokwan","FAQ","1625","2100","1760","4/5/2021"
"3048","MADHYA PRADESH","Shajapur","Badod","Wheat","Other","FAQ","1975","1975","1975","4/5/2021"
"3049","MADHYA PRADESH","Khargone","Badwaha","Wheat","Other","FAQ","1609","1975","1726","4/5/2021"
"3050","MADHYA PRADESH","Badwani","Badwani","Wheat","Lokwan","FAQ","1900","1975","1972","4/5/2021"
"3051","MADHYA PRADESH","Dewas","Bagli","Wheat","Other","FAQ","1975","1975","1975","4/5/2021"
"3052","MADHYA PRADESH","Dewas","Bagli","Wheat","147 Average","FAQ","1600","1776","1705","4/5/2021"
"3053","MADHYA PRADESH","Sehore","Baktara","Wheat","Other","FAQ","1850","1925","1850","4/5/2021"
"3054","MADHYA PRADESH","Sagar","Bamora","Wheat","Other","FAQ","1501","1930","1715","4/5/2021"
"3055","MADHYA PRADESH","Hoshangabad","Banapura","Wheat","Mill Quality","FAQ","1625","1795","1731","4/5/2021"
"3056","MADHYA PRADESH","Hoshangabad","Bankhedi","Wheat","Other","FAQ","1750","1766","1766","4/5/2021"
"3057","MADHYA PRADESH","Shivpuri","Barad","Wheat","Mill Quality","FAQ","1615","1634","1634","4/5/2021"
"3058","MADHYA PRADESH","Raisen","Bareli","Wheat","Other","FAQ","1518","1762","1640","4/5/2021"
"3059","MADHYA PRADESH","Raisen","Begamganj","Wheat","Other","FAQ","1650","1750","1700","4/5/2021"
"3060","MADHYA PRADESH","Shehdol","Beohari","Wheat","Other","FAQ","1600","1600","1600","4/5/2021"
"3061","MADHYA PRADESH","Shajapur","Berachha","Wheat","Other","FAQ","1975","1975","1975","4/5/2021"
"3062","MADHYA PRADESH","Bhopal","Berasia","Wheat","Lokwan","FAQ","1550","1970","1700","4/5/2021"
"3063","MADHYA PRADESH","Bhopal","Berasia","Wheat","Other","FAQ","1975","2226","2020","4/5/2021"
"3064","MADHYA PRADESH","Betul","Betul","Wheat","Lokwan","FAQ","1595","1971","1690","4/5/2021"
"3065","MADHYA PRADESH","Datia","Bhander","Wheat","WH-542","FAQ","1618","1707","1679","4/5/2021"
"3066","MADHYA PRADESH","Mandsaur","Bhanpura","Wheat","Other","FAQ","1650","1700","1685","4/5/2021"
"3067","MADHYA PRADESH","Betul","Bhensdehi","Wheat","Lokwan","FAQ","1650","1710","1700","4/5/2021"
"3068","MADHYA PRADESH","Khargone","Bhikangaon","Wheat","Lokwan","FAQ","1675","1876","1725","4/5/2021"
"3069","MADHYA PRADESH","Gwalior","Bhitarwar","Wheat","Other","FAQ","1680","1740","1715","4/5/2021"
"3070","MADHYA PRADESH","Mandla","Bichhiya","Wheat","Medium","FAQ","1840","1840","1840","4/5/2021"
"3071","MADHYA PRADESH","Sagar","Bina","Wheat","MP(Desi)","FAQ","1600","2950","2275","4/5/2021"
"3072","MADHYA PRADESH","Guna","Binaganj","Wheat","Other","FAQ","1630","1730","1670","4/5/2021"
"3073","MADHYA PRADESH","Burhanpur","Burhanpur","Wheat","Other","FAQ","1550","1874","1680","4/5/2021"
"3074","MADHYA PRADESH","Ashoknagar","Chanderi","Wheat","Mill Quality","FAQ","1615","1827","1650","4/5/2021"
"3075","MADHYA PRADESH","Rajgarh","Chhapiheda","Wheat","147 Average","FAQ","1612","1685","1625","4/5/2021"
"3076","MADHYA PRADESH","Gwalior","Dabra","Wheat","Other","FAQ","1710","1800","1750","4/5/2021"
"3077","MADHYA PRADESH","Mandsaur","Daloda","Wheat","Mill Quality","FAQ","1760","2060","1950","4/5/2021"
"3078","MADHYA PRADESH","Datia","Datia","Wheat","Other","FAQ","1670","1816","1750","4/5/2021"
"3079","MADHYA PRADESH","Dewas","Dewas","Wheat","Other","FAQ","1975","2490","2050","4/5/2021"
"3080","MADHYA PRADESH","Dewas","Dewas","Wheat","Lokwan","FAQ","1650","1850","1800","4/5/2021"
"3081","MADHYA PRADESH","Dhar","Dhamnod","Wheat","Lok-1","FAQ","1615","1871","1751","4/5/2021"
"3082","MADHYA PRADESH","Dhar","Dhar","Wheat","Lokwan","FAQ","1976","2225","2040","4/5/2021"
"3083","MADHYA PRADESH","Dindori","Dindori","Wheat","Local","FAQ","1650","1700","1650","4/5/2021"
"3084","MADHYA PRADESH","Narsinghpur","Gadarwada","Wheat","Other","FAQ","1500","1721","1600","4/5/2021"
"3085","MADHYA PRADESH","Dhar","Gandhwani","Wheat","Other","FAQ","1711","1761","1751","4/5/2021"
"3086","MADHYA PRADESH","Sagar","Garhakota","Wheat","Other","FAQ","1630","1750","1690","4/5/2021"
"3087","MADHYA PRADESH","Mandsaur","Garoth","Wheat","Other","FAQ","1975","1975","1975","4/5/2021"
"3088","MADHYA PRADESH","Indore","Gautampura","Wheat","147 Average","FAQ","1978","2100","1980","4/5/2021"
"3089","MADHYA PRADESH","Bhind","Gohad","Wheat","Other","FAQ","1655","1710","1675","4/5/2021"
"3090","MADHYA PRADESH","Vidisha","Gulabganj","Wheat","Lokwan","FAQ","1975","1975","1975","4/5/2021"
"3091","MADHYA PRADESH","Guna","Guna","Wheat","147 Average","FAQ","1500","3825","1855","4/5/2021"
"3092","MADHYA PRADESH","Harda","Harda","Wheat","MP(Desi)","FAQ","1551","1790","1734","4/5/2021"
"3093","MADHYA PRADESH","Chhatarpur","Harpalpur","Wheat","Other","FAQ","1500","1725","1620","4/5/2021"
"3094","MADHYA PRADESH","Hoshangabad","Hoshangabad","Wheat","Local","FAQ","1975","1975","1975","4/5/2021"
"3095","MADHYA PRADESH","Sehore","Ichhawar","Wheat","Lokwan","FAQ","1645","2800","1800","4/5/2021"
"3096","MADHYA PRADESH","Indore","Indore","Wheat","Lokwan","FAQ","1100","2250","1700","4/5/2021"
"3097","MADHYA PRADESH","Hoshangabad","Itarsi","Wheat","Mill Quality","FAQ","1519","1850","1671","4/5/2021"
"3098","MADHYA PRADESH","Tikamgarh","Jatara","Wheat","Mill Quality","FAQ","1600","1600","1600","4/5/2021"
"3099","MADHYA PRADESH","Sehore","Jawar","Wheat","Other","FAQ","1620","2001","1730","4/5/2021"
"3100","MADHYA PRADESH","Rajgarh","Jeerapur","Wheat","Other","FAQ","1600","1980","1750","4/5/2021"
"3101","MADHYA PRADESH","Alirajpur","Jobat","Wheat","Other","FAQ","1671","1986","1975","4/5/2021"
"3102","MADHYA PRADESH","Morena","Jora","Wheat","Deshi","FAQ","1650","1700","1675","4/5/2021"
"3103","MADHYA PRADESH","Morena","Kailaras","Wheat","MP(Desi)","FAQ","1641","1670","1650","4/5/2021"
"3104","MADHYA PRADESH","Shajapur","Kalapipal","Wheat","Mill Quality","FAQ","1550","1800","1650","4/5/2021"
"3105","MADHYA PRADESH","Shajapur","Kalapipal","Wheat","Lokwan","FAQ","1580","1850","1650","4/5/2021"
"3106","MADHYA PRADESH","Dewas","Kannod","Wheat","Lok-1","FAQ","1675","1904","1710","4/5/2021"
"3107","MADHYA PRADESH","Shivpuri","Karera","Wheat","Other","FAQ","1650","1975","1685","4/5/2021"
"3108","MADHYA PRADESH","Khargone","Karhi","Wheat","Other","FAQ","1745","2010","1975","4/5/2021"
"3109","MADHYA PRADESH","Khargone","Kasrawad","Wheat","Local","FAQ","1675","1975","1830","4/5/2021"
"3110","MADHYA PRADESH","Katni","Katni","Wheat","Other","FAQ","1410","1630","1550","4/5/2021"
"3111","MADHYA PRADESH","Katni","Katni","Wheat","Lokwan","FAQ","1680","1771","1700","4/5/2021"
"3112","MADHYA PRADESH","Sagar","Kesli","Wheat","Other","FAQ","1600","1620","1610","4/5/2021"
"3113","MADHYA PRADESH","Ujjain","Khachrod","Wheat","Lokwan","FAQ","1575","1879","1750","4/5/2021"
"3114","MADHYA PRADESH","Khandwa","Khandwa","Wheat","Other","FAQ","1975","1975","1975","4/5/2021"
"3115","MADHYA PRADESH","Khandwa","Khandwa","Wheat","147 Average","FAQ","1675","1950","1750","4/5/2021"
"3116","MADHYA PRADESH","Shivpuri","Khaniadhana","Wheat","Lokwan","FAQ","1605","1630","1615","4/5/2021"
"3117","MADHYA PRADESH","Tikamgarh","Khargapur","Wheat","Mill Quality","FAQ","1640","1700","1690","4/5/2021"
"3118","MADHYA PRADESH","Khargone","Khargone","Wheat","Other","FAQ","1695","1935","1740","4/5/2021"
"3119","MADHYA PRADESH","Dewas","Khategaon","Wheat","Other","FAQ","1600","1910","1750","4/5/2021"
"3120","MADHYA PRADESH","Shivpuri","Khatora","Wheat","Other","FAQ","1725","2500","2416","4/5/2021"
"3121","MADHYA PRADESH","Badwani","Khetia","Wheat","Lokwan","FAQ","1975","1975","1975","4/5/2021"
"3122","MADHYA PRADESH","Rajgarh","Khilchipur","Wheat","147 Average","FAQ","1975","1975","1975","4/5/2021"
"3123","MADHYA PRADESH","Harda","Khirakiya","Wheat","147 Average","FAQ","1596","1741","1704","4/5/2021"
"3124","MADHYA PRADESH","Rajgarh","Khujner","Wheat","Deshi","FAQ","1637","1741","1680","4/5/2021"
"3125","MADHYA PRADESH","Shivpuri","Kolaras","Wheat","Other","FAQ","1545","1763","1700","4/5/2021"
"3126","MADHYA PRADESH","Dhar","Kukshi","Wheat","Other","FAQ","1685","1775","1770","4/5/2021"
"3127","MADHYA PRADESH","Guna","Kumbhraj","Wheat","Medium","FAQ","1590","1690","1670","4/5/2021"
"3128","MADHYA PRADESH","Seoni","Lakhnadon","Wheat","Mill Quality","FAQ","1975","1975","1975","4/5/2021"
"3129","MADHYA PRADESH","Vidisha","Lateri","Wheat","Lokwan","FAQ","1600","1920","1785","4/5/2021"
"3130","MADHYA PRADESH","Vidisha","Lateri","Wheat","Deshi","FAQ","2005","2810","2465","4/5/2021"
"3131","MADHYA PRADESH","Shivpuri","Magroni","Wheat","Other","FAQ","1650","1780","1750","4/5/2021"
"3132","MADHYA PRADESH","Ujjain","Mahidpur","Wheat","Other","FAQ","1552","2174","1925","4/5/2021"
"3133","MADHYA PRADESH","Guna","Maksudangarh","Wheat","Other","FAQ","1619","1691","1660","4/5/2021"
"3134","MADHYA PRADESH","Neemuch","Manasa","Wheat","Other","FAQ","1520","2125","1823","4/5/2021"
"3135","MADHYA PRADESH","Dhar","Manawar","Wheat","Other","FAQ","1975","1980","1977","4/5/2021"
"3136","MADHYA PRADESH","Mandsaur","Mandsaur","Wheat","147 Average","FAQ","1590","2067","1735","4/5/2021"
"3137","MADHYA PRADESH","Satna","Mehar","Wheat","MP(Desi)","FAQ","1978","1980","1979","4/5/2021"
"3138","MADHYA PRADESH","Indore","Mhow","Wheat","Other","FAQ","1613","1992","1803","4/5/2021"
"3139","MADHYA PRADESH","Morena","Morena","Wheat","Lokwan","FAQ","1639","1675","1666","4/5/2021"
"3140","MADHYA PRADESH","Betul","Multai","Wheat","Other","FAQ","1610","1705","1635","4/5/2021"
"3141","MADHYA PRADESH","Ashoknagar","Mungawali","Wheat","Lokwan","FAQ","1660","1785","1730","4/5/2021"
"3142","MADHYA PRADESH","Ujjain","Nagda","Wheat","Other","FAQ","1666","1975","1820","4/5/2021"
"3143","MADHYA PRADESH","Shajapur","Nalkehda","Wheat","Other","FAQ","1603","1975","1758","4/5/2021"
"3144","MADHYA PRADESH","Rajgarh","Narsinghgarh","Wheat","147 Average","FAQ","1600","1975","1710","4/5/2021"
"3145","MADHYA PRADESH","Narsinghpur","Narsinghpur","Wheat","Other","FAQ","1574","1699","1635","4/5/2021"
"3146","MADHYA PRADESH","Sehore","Nasrullaganj","Wheat","Other","FAQ","1725","2113","1978","4/5/2021"
"3147","MADHYA PRADESH","Neemuch","Neemuch","Wheat","147 Average","FAQ","1650","2251","1750","4/5/2021"
"3148","MADHYA PRADESH","Tikamgarh","Niwadi","Wheat","Lokwan","FAQ","1620","1700","1660","4/5/2021"
"3149","MADHYA PRADESH","Raisen","Obedullaganj","Wheat","Lokwan","FAQ","1480","1976","1976","4/5/2021"
"3150","MADHYA PRADESH","Jabalpur","Paatan","Wheat","Lokwan","FAQ","1555","1760","1710","4/5/2021"
"3151","MADHYA PRADESH","Khandwa","Pandhana","Wheat","Lok-1","FAQ","1725","1760","1725","4/5/2021"
"3152","MADHYA PRADESH","Chhindwara","Pandhurna","Wheat","Other","FAQ","1625","1630","1625","4/5/2021"
"3153","MADHYA PRADESH","Panna","Panna","Wheat","Other","FAQ","1650","1650","1650","4/5/2021"
"3154","MADHYA PRADESH","Jhabua","Petlawad","Wheat","147 Average","FAQ","1975","1981","1977","4/5/2021"
"3155","MADHYA PRADESH","Shivpuri","Pichhour","Wheat","Lokwan","FAQ","1635","1655","1649","4/5/2021"
"3156","MADHYA PRADESH","Hoshangabad","Pipariya","Wheat","Other","FAQ","4200","5001","4780","4/5/2021"
"3157","MADHYA PRADESH","Mandsaur","Piplya","Wheat","Lok -1 (Nilami Rate)","FAQ","1635","1800","1675","4/5/2021"
"3158","MADHYA PRADESH","Ashoknagar","Piprai","Wheat","Other","FAQ","1840","1840","1840","4/5/2021"
"3159","MADHYA PRADESH","Shivpuri","Pohari","Wheat","Mill Quality","FAQ","1525","1680","1620","4/5/2021"
"3160","MADHYA PRADESH","Morena","Porsa","Wheat","Mill Quality","FAQ","1630","1640","1635","4/5/2021"
"3161","MADHYA PRADESH","Guna","Raghogarh","Wheat","Mill Quality","FAQ","1626","1876","1751","4/5/2021"
"3162","MADHYA PRADESH","Sagar","Rahatgarh","Wheat","Other","FAQ","1600","1800","1700","4/5/2021"
"3163","MADHYA PRADESH","Raisen","Raisen","Wheat","Lok-1","FAQ","1605","1970","1850","4/5/2021"
"3164","MADHYA PRADESH","Dhar","Rajgarh","Wheat","147 Average","FAQ","1236","2150","1850","4/5/2021"
"3165","MADHYA PRADESH","Ratlam","Ratlam","Wheat","Lok-1","FAQ","1670","2300","1860","4/5/2021"
"3166","MADHYA PRADESH","Ratlam","Ratlam","Wheat","Sharbati","FAQ","2440","3640","2870","4/5/2021"
"3167","MADHYA PRADESH","Sehore","Rehati","Wheat","Other","FAQ","1680","2000","1975","4/5/2021"
"3168","MADHYA PRADESH","Sagar","Rehli","Wheat","Other","FAQ","1550","1750","1650","4/5/2021"
"3169","MADHYA PRADESH","Rewa","Rewa","Wheat","Other","FAQ","1350","1643","1625","4/5/2021"
"3170","MADHYA PRADESH","Sagar","Sagar","Wheat","Other","FAQ","1645","2955","1895","4/5/2021"
"3171","MADHYA PRADESH","Ratlam","Sailana","Wheat","Other","FAQ","1585","2271","1928","4/5/2021"
"3172","MADHYA PRADESH","Khargone","Sanawad","Wheat","Lokwan","FAQ","1680","1725","1693","4/5/2021"
"3173","MADHYA PRADESH","Indore","Sanwer","Wheat","Other","FAQ","1552","2011","1975","4/5/2021"
"3174","MADHYA PRADESH","Rajgarh","Sarangpur","Wheat","Other","FAQ","1500","1770","1660","4/5/2021"
"3175","MADHYA PRADESH","Chhindwara","Saunsar","Wheat","Lokwan","FAQ","1975","1975","1975","4/5/2021"
"3176","MADHYA PRADESH","Khargone","Segaon","Wheat","Lokwan","FAQ","1500","1900","1700","4/5/2021"
"3177","MADHYA PRADESH","Hoshangabad","Semriharchand","Wheat","Other","FAQ","1702","1702","1702","4/5/2021"
"3178","MADHYA PRADESH","Badwani","Sendhwa","Wheat","Lok-1","FAQ","1975","1975","1975","4/5/2021"
"3179","MADHYA PRADESH","Datia","Sevda","Wheat","Mill Quality","FAQ","1590","1733","1665","4/5/2021"
"3180","MADHYA PRADESH","Ashoknagar","Shadora","Wheat","Other","FAQ","1733","2420","2271","4/5/2021"
"3181","MADHYA PRADESH","Dindori","Shahpura","Wheat","Local","FAQ","1840","1840","1840","4/5/2021"
"3182","MADHYA PRADESH","Jabalpur","Shahpura(Jabalpur)","Wheat","Other","FAQ","1590","1620","1610","4/5/2021"
"3183","MADHYA PRADESH","Shajapur","Shajapur","Wheat","Other","FAQ","1975","1975","1975","4/5/2021"
"3184","MADHYA PRADESH","Mandsaur","Shamgarh","Wheat","Other","FAQ","1600","1775","1650","4/5/2021"
"3185","MADHYA PRADESH","Sheopur","Sheopurbadod","Wheat","Other","FAQ","1550","1688","1648","4/5/2021"
"3186","MADHYA PRADESH","Sheopur","Sheopurkalan","Wheat","Other","FAQ","1600","1675","1628","4/5/2021"
"3187","MADHYA PRADESH","Shivpuri","Shivpuri","Wheat","Other","FAQ","1648","1653","1651","4/5/2021"
"3188","MADHYA PRADESH","Shajapur","Shujalpur","Wheat","Other","FAQ","1600","2041","1975","4/5/2021"
"3189","MADHYA PRADESH","Sehore","Shyampur","Wheat","Other","FAQ","1640","1770","1702","4/5/2021"
"3190","MADHYA PRADESH","Raisen","Silvani","Wheat","147 Average","FAQ","1600","1720","1700","4/5/2021"
"3191","MADHYA PRADESH","Panna","Simariya","Wheat","147 Average","FAQ","1975","1975","1975","4/5/2021"
"3192","MADHYA PRADESH","Harda","Siroli","Wheat","Mill Quality","FAQ","1625","1781","1720","4/5/2021"
"3193","MADHYA PRADESH","Vidisha","Sironj","Wheat","Other","FAQ","1550","3480","2515","4/5/2021"
"3194","MADHYA PRADESH","Mandsaur","Sitmau","Wheat","Other","FAQ","1600","1790","1700","4/5/2021"
"3195","MADHYA PRADESH","Dewas","Sonkatch","Wheat","Other","FAQ","1620","1931","1720","4/5/2021"
"3196","MADHYA PRADESH","Shajapur","Soyatkalan","Wheat","Other","FAQ","1605","1975","1975","4/5/2021"
"3197","MADHYA PRADESH","Shajapur","Susner","Wheat","Other","FAQ","1600","1721","1650","4/5/2021"
"3198","MADHYA PRADESH","Rajgarh","Suthalia","Wheat","Other","FAQ","1580","1721","1680","4/5/2021"
"3199","MADHYA PRADESH","Mandsaur","Suvasra","Wheat","Other","FAQ","1625","1665","1645","4/5/2021"
"3200","MADHYA PRADESH","Ujjain","Tarana","Wheat","Mill Quality","FAQ","1590","1950","1810","4/5/2021"
"3201","MADHYA PRADESH","Ujjain","Tarana","Wheat","147 Average","FAQ","1980","2041","2000","4/5/2021"
"3202","MADHYA PRADESH","Tikamgarh","Tikamgarh","Wheat","Other","FAQ","1551","1994","1715","4/5/2021"
"3203","MADHYA PRADESH","Harda","Timarni","Wheat","Mill Quality","FAQ","1650","1746","1706","4/5/2021"
"3204","MADHYA PRADESH","Raisen","Udaipura","Wheat","Lokwan","FAQ","1500","1620","1550","4/5/2021"
"3205","MADHYA PRADESH","Ujjain","Ujjain","Wheat","Lokwan","FAQ","1600","2200","1940","4/5/2021"
"3206","MADHYA PRADESH","Ujjain","Ujjain","Wheat","Sharbati","FAQ","2451","2625","2625","4/5/2021"
"3207","MADHYA PRADESH","Ujjain","Ujjain","Wheat","Other","FAQ","1691","2065","1931","4/5/2021"
"3208","MADHYA PRADESH","Umariya","Umariya","Wheat","Other","FAQ","1975","1977","1976","4/5/2021"
"3209","MADHYA PRADESH","Vidisha","Vidisha","Wheat","Lokwan","FAQ","1540","3345","1840","4/5/2021"
"3210","MAHARASHTRA","Ahmednagar","Ahmednagar","Wheat","Other","FAQ","1600","1700","1650","4/5/2021"
"3211","MAHARASHTRA","Akola","Akola","Wheat","Sharbati","FAQ","2100","2500","2350","4/5/2021"
"3212","MAHARASHTRA","Akola","Akola","Wheat","Other","FAQ","1400","1760","1600","4/5/2021"
"3213","MAHARASHTRA","Jalgaon","Amalner","Wheat","Other","FAQ","1650","1720","1720","4/5/2021"
"3214","MAHARASHTRA","Jalana","Ambad (Vadigodri)","Wheat","Other","FAQ","1450","3400","1700","4/5/2021"
"3215","BIHAR","Aurangabad","Aurangabad","Wheat","Other","FAQ","1670","1950","1810","4/5/2021"
"3216","MAHARASHTRA","Pune","Baramati","Wheat","Maharashtra 2189","FAQ","1751","2600","1760","4/5/2021"
"3217","MAHARASHTRA","Pune","Baramati","Wheat","Kalyan","FAQ","1700","1775","1750","4/5/2021"
"3218","MAHARASHTRA","Beed","Beed","Wheat","Other","FAQ","1401","2001","1800","4/5/2021"
"3219","MAHARASHTRA","Bhandara","Bhandara","Wheat","Maharashtra 2189","FAQ","1500","2100","1625","4/5/2021"
"3220","MAHARASHTRA","Nanded","Bhokar","Wheat","Other","FAQ","960","1701","1330","4/5/2021"
"3221","MAHARASHTRA","Parbhani","Bori","Wheat","Other","FAQ","1621","2020","1851","4/5/2021"
"3222","MAHARASHTRA","Jalgaon","Chalisgaon","Wheat","Maharashtra 2189","FAQ","1450","1950","1635","4/5/2021"
